Business_ID,Cuisine,Rating,Num_of_Reviews
889z8wsV9R1X2CAp63wrsw,italian,4.0,131.0
acXWoQ2wZnpzRV-0V58YTQ,italian,3.5,224.0
HiNUBUR1hFwScd_OvVLQAg,italian,4.0,448.0
GZvelhGenbfJxc4_SG_RJw,italian,4.0,394.0
NqYET0OyJKGfm9dJG8iDcg,italian,4.0,230.0
HV8xairb2qct7wSHqNwqXw,italian,4.0,164.0
FwMyv3CVIxbI6ngodw7s3w,italian,4.5,410.0
JBthOvTegHbrLDiVaCAy5Q,italian,4.5,175.0
MPblH3J1kpbNGL4C4U7RAQ,italian,4.0,46.0
wLzJbddDixAEZrF7VT6_hw,italian,4.0,266.0
yH6t1JWcwkdWG4CS5KPvow,italian,4.0,1522.0
1-tTWAxTZq3fpt-Pm1iHjA,italian,3.5,105.0
ZhjRaJkfCIVopvamUzrEsA,italian,4.0,133.0
qZK3e3kZAuyVlNrFNjBZ3A,italian,4.0,236.0
wp5BpfUi9Aa4T0Gk0bnhag,italian,4.0,37.0
fTNOwKJ9YbxoIShABCKXdA,italian,4.0,94.0
gSOnfmJaEFvoH55xfieHPA,italian,4.0,89.0
xXZjekBXs6wFFpK1exZJnw,italian,4.5,35.0
IEb99GmOvg585gmwmm4iNA,italian,4.0,245.0
nVtJOWn3XlL6MSZ-YnU6iA,italian,4.5,99.0
YKao3OFejm_GF-kepyI90w,italian,4.0,437.0
g4Pwc2mE1yUYXhqPrm53zA,italian,4.0,486.0
kDJbzzmCEjFbyDQ-lSygvw,italian,4.0,378.0
xsQTIeq-WLkp4ParkTQpMQ,italian,4.0,985.0
hVqZ4vihjL1gFTD-KdX-Tw,italian,3.5,368.0
GVF4kvXupD18afjpLiPLHA,italian,3.5,120.0
UjzSeETESWzramhdOdWKKQ,italian,4.0,239.0
DtnlLLvcqeEUIyZTypHnzw,italian,4.0,517.0
vEYEs9McRtRdKBp2XfRNZA,italian,4.0,75.0
C8Ctyq7pXOPESK8cz_X2CA,italian,3.5,277.0
TZto7AjdA337XIw66AOpUw,italian,4.0,250.0
b6Tpm0PsDqLYZFUuqNte-g,italian,3.5,177.0
eVk4F9ixl89zyUHJ1G2Aiw,italian,4.0,1011.0
G-b9kvnRh0pLi4fsdcmwjg,italian,3.5,72.0
LYkx0_gmy-RrJQBPYzulNg,italian,3.5,147.0
tDeF2wb5wpZzzGNYuh_tRg,italian,4.0,38.0
1nQZbtmjODUgPm-QQdKrhA,italian,4.0,339.0
q8wlm_XUjmSsTdTQKt2qbQ,italian,4.0,172.0
7oNuDMESKejMgJFlkQwxmQ,italian,4.5,4.0
OwDRIugcA4LkUuTRqpJsog,italian,4.5,171.0
vyoA8dxwScuMV_AsTcjQcg,italian,4.0,3376.0
mYQMjrtHp8vsEKKNsRz1XA,italian,4.0,221.0
KpBfFpjzsGvvqAzCasVW0g,italian,4.0,1204.0
qTHBQdWfw1RSCjQwoUcLiw,italian,3.5,79.0
u6q1s6c0H9wQwFUJJzAiOw,italian,3.5,246.0
MoyxzhaYIsJx-p9IuGGK4w,italian,3.5,631.0
cpN0ixPR2l3QFA8Uf1BhCQ,italian,4.0,97.0
77llOAEwInvK-oC2AHZ4nQ,italian,3.5,291.0
H5L18XZRHh_13HaeeHH_sQ,italian,4.0,102.0
cDUait5j29Pe0QynQ3JtYQ,italian,4.0,363.0
pGr5QuQU7Ur5GHLvXbT8bw,italian,4.5,1156.0
cGqMEMQFtkB3hIGfLy2R3A,italian,3.5,958.0
5ZEFbq_AQV5VQFG2JKYzlA,italian,4.0,719.0
MeQU-nGaQvX12VXYOyzavQ,italian,4.5,237.0
8nXo6lNJlXQQIdy8Kf7J9Q,italian,4.0,336.0
8tcpvFS5jngoszrHThgfkQ,italian,4.0,72.0
Jwb556DrGTEZryeV7XgZmQ,italian,3.5,538.0
KpBHy3eOYh1OV0_6Smxs3w,italian,4.5,141.0
Sp-vnk-waTvKblG_88M4TA,italian,4.5,180.0
E2zKMwHhz4--dyplQ7gf8A,italian,3.5,540.0
ADHX7nBixDPVlq3OXhny0g,italian,4.5,460.0
xrgzB0pvsxeGEIboE6I2gg,italian,4.5,463.0
5DoCTugT9AF-P3VspApsyQ,italian,4.0,151.0
E1RvMNZ4re4TnKarjx14Zw,italian,3.5,462.0
NPnWsPxOpG91GHx74S27Uw,italian,4.5,213.0
7vq2CNM69sdrXrtbT2-qEQ,italian,4.5,429.0
pL2tig3FxJcrZ4wDIO4TsA,italian,3.5,778.0
FhXjAc6nKLf414KxYujUHw,italian,4.0,2620.0
iKv8UHV5jTqf4QGdwCmQ-w,italian,4.0,136.0
17OE3Vgm-QN98Ro0AS-A3g,italian,3.5,181.0
xbrQ2dHuQoFJmNxAuOky4A,italian,4.0,395.0
LdWyeeV8DuYINKVTghFwrg,italian,4.0,59.0
n_NIY1KTi-R5DPkduEUKIw,italian,4.0,489.0
FKzpfWUpyupl4q74Jt8fTA,italian,4.0,1297.0
g5RqTm1v8Stsm3MXL19Adw,italian,3.5,220.0
1kdIzJU01DuTm7WhPSdiBQ,italian,4.0,143.0
ezu7Ai6ADfHDYCklvuipWA,italian,4.0,58.0
CDCT0cXhaS2pAKcookXUQQ,italian,4.0,17.0
rupPZLhd0oRSAmVDaeYaGA,italian,3.5,619.0
FER-iaOyA8JFH-DL5vaKIQ,italian,3.5,289.0
Tgi-rDD3mxFi9uGybZxdaQ,italian,4.0,123.0
YvSCXoj-z1eS2soiXQSIFQ,italian,4.0,150.0
BgGz5IdV53bGb4o7opR5zg,italian,4.0,626.0
bH6kFlRLtfIo2dtjs1gJ8g,italian,4.5,27.0
bW3mY-voyav37nU0uaLmNQ,italian,4.0,239.0
vAMKgIUWCrYxjfhceCCNAQ,italian,4.0,64.0
wOq-Jt26jnFf_rhF4r5D6w,italian,4.0,153.0
dvkQIG20RjgNi-SwRr_1CQ,italian,4.0,225.0
XO43OJWeAOS0Z-hqzhKgvQ,italian,4.0,162.0
I0N_QtJy7sLiuW_vmvRIhg,italian,4.0,85.0
dsgzaF4lODoOj1Mu1Cf_bQ,italian,3.5,225.0
HCceFqcvzUbGFO5Bv6Q_pA,italian,3.5,74.0
3xd4L_TdfdhuCjAzJecs6A,italian,4.0,182.0
M8YwGe-wHwBGRz3DbTpqDQ,italian,4.0,156.0
HD0e3eHwv573qHZOJJitWg,italian,4.0,421.0
v1M1HIQBVwYatEF_iOmedw,italian,4.0,236.0
aHRcUI_UqFNV87GF7WRIDQ,italian,4.0,151.0
t-St6BqNMgecsvICeGgreA,italian,4.0,173.0
6aVgixwks8EgirE1JtyDAQ,italian,3.5,635.0
mc6-ig757TzhPpJ7TV3pEQ,italian,4.0,58.0
WjoxZN23w9rwMF-bsYDcRw,italian,4.5,23.0
YoLxK5EG8UgnueKAe7hj0g,italian,4.0,289.0
CygcAgexrpJGY8iWp7QqnA,italian,4.0,126.0
ghXmKZpOwbfCl3i1UOg9qg,italian,4.5,31.0
HSKcCmRFqzqG542Hy_eftw,italian,3.5,149.0
ONEe1U1fNGT80jAEE0sCrg,italian,3.5,1129.0
J9xVQScnr0lYWl61_mLXMA,italian,4.0,897.0
9mawr6QwVHm5q8JRXPFjPA,italian,4.0,132.0
hvMbN42EaHlZoHMS3degLg,italian,4.0,226.0
PuJex8WQ5_Qym17HP03mXg,italian,4.0,109.0
GAvyDral555vltKrupUcjw,italian,3.5,304.0
Nzz7O9jSdfSOaPL5huYcSg,italian,4.5,72.0
19zArMBG2qW2k16Y0i2aBA,italian,4.0,400.0
-8_vEcBA2Lqd8786S-Ss-g,italian,4.0,287.0
oqA75iXtO_h8YnsLmjLk8w,italian,4.0,69.0
x6_1vzeCH9YvbvIBmSr2iA,italian,4.0,211.0
q1F09j4JFRZQJ2e11m7lGg,italian,4.0,33.0
Kz7hn14j6KXf_gYeC99rUg,italian,3.5,334.0
Fu7J2Fwoj_S6Jpg9dULzKg,italian,4.0,349.0
fmdEiai0e4agyTEqFUWJmw,italian,4.0,294.0
oNJOIxuZlrTYFWwAFMTdkQ,italian,3.5,152.0
DOmcM66qzKHbj-n1LTJyHQ,italian,4.5,197.0
m4MPLIv-WsGdcB7GReE06Q,italian,4.0,79.0
pIrSHmLYW6Bdjiz-HHWd1Q,italian,4.0,283.0
MH08_pIRKsUSwfkVYxUE7w,italian,4.0,381.0
LnMRZhKtOrW1eL04FiPYTg,italian,4.0,490.0
3X3n5JtRZHwOlHnMkQTjfw,italian,4.0,33.0
aPmTYRZ6mYgpvpNpmI_Wdg,italian,4.0,130.0
yREKlCvSuaxcRSVRsCIDUQ,italian,3.5,244.0
P4hm-IKNMbBbtfWSvPf25A,italian,4.0,2711.0
nM2AdRp2iSJHi4MgvIrEBg,italian,4.5,61.0
OLa3-KQO9rHjswo55E3Jgg,italian,4.5,491.0
V6e4UBjFzdrcUgKbJTrZpA,italian,4.0,308.0
w7vYoiRdKyF3QJfNlAc0sg,italian,4.0,197.0
LSOpxBBa217HxnJ7VnY2WQ,italian,3.5,243.0
Y3xDbSHXs6apMA4JLGJZ1Q,italian,4.0,456.0
fU22eRTnKLT2C-OFJ6eUGQ,italian,4.0,791.0
CAGAWbPE8uPr2VVvEnv0ZA,italian,4.0,494.0
S8OKQ5S40oZ1Rr5RbC0jdg,italian,3.5,1056.0
VWErTDzcg23iiohqyc1AQQ,italian,4.0,210.0
OY70rYTi8Qtmb89IWRUOaQ,italian,4.0,22.0
UYL80kyU0WvpJXySIQ6boA,italian,4.0,17.0
HVSi0slZGjJ6Ktg3AEixGg,italian,4.0,66.0
JSexQM-wn8HvWmfxu_m5ZA,italian,3.5,417.0
r_fUOUhz-pHZxFDV1hzy0w,italian,3.5,668.0
FRp1NwIyp6tkDU986cJkXQ,italian,4.0,49.0
7FSuPGQTUxe-A2Km_SVTNQ,italian,4.5,43.0
kS04TICXd1-0iZ4rgEWmvQ,italian,4.0,152.0
qx0CdTCbAM7Dzas1naOaeA,italian,4.5,53.0
aVU9U42HO0XWgvj5s_wYZQ,italian,3.5,40.0
C-V8rvmamxMzu7EoQkcFrg,italian,4.0,110.0
2Nwmd7-1d1rI6lb9QSSYYA,italian,4.0,145.0
T_vLaKsuyJPDpsrSZuc7WA,italian,4.0,425.0
NBgDoMiF4tj5aS7V7zayoA,italian,3.5,47.0
c3D2ckzacnPtdGIM8tb-_w,italian,4.5,984.0
UpnHg_984LLZ28-kBB5MSQ,italian,3.5,236.0
qYDoWRdntIApGW6fEUHWIQ,italian,3.5,103.0
Vm6_cXz8hbvZhot0m1aaRg,italian,4.0,90.0
O5Cm2yU32-Epf4HKEFAJEQ,italian,3.5,107.0
EL5Y6BSinmUte5VW4Eh54Q,italian,3.5,645.0
InmlNc9iVwzXBqRIB8T19g,italian,4.0,181.0
8PyKaU-YM0HOAfxWsjcwmg,italian,4.0,114.0
8IzVyi4kNO_lpEW1r_DbiA,italian,4.0,280.0
RtfjlBlSUizdQp9_k3_wHg,italian,4.5,153.0
iBPQRnM_TMQX6tYdjCbCXA,italian,4.0,360.0
jo30o65XFWmgMJS86zFiFQ,italian,3.5,724.0
yc4vsT-Q4Ej1_9hr94DxkQ,italian,4.0,812.0
TCPZLIG8mkX0iOD4K3_wAw,italian,4.5,77.0
WHQpLvxkCK_BMtF8pIShnQ,italian,4.0,941.0
WyyJAcQwfOxKPLgIYetSKA,italian,3.5,170.0
AbNXFnI4OlWZvsQLGKf64w,italian,3.5,251.0
MT_a_Tg3ENdxqZFQyJocgQ,italian,3.5,434.0
XWNamjD2mSpk56B6z1HT9w,italian,4.0,180.0
Pb2HqSO0SP8HymbZM099hg,italian,3.5,101.0
v0hkLLp0W7Hdi0NOhuXvGQ,italian,4.0,41.0
p-BHJdQ57eM-WlKTP7B44w,italian,4.0,395.0
nTCFXqiQPTvDfnAxHfA64A,italian,4.0,127.0
sB8-R8-FYj-kJrSzTlbmgw,italian,3.5,274.0
gjZpcE-X4zQOEqWQPelLgg,italian,3.5,405.0
pC_QwLpeL2Enk4hBgDcRqQ,italian,4.0,415.0
Tias1_QRB5L-gzoSNNhOMA,italian,3.5,148.0
bEXTA_Gwo2oVg4gnFd9fNA,italian,4.0,1180.0
0UIUQWmwf_yxyygLXPQ0Hw,italian,4.0,60.0
HPvz-PHt2PYWV_X9eQSlnA,italian,3.5,449.0
syu8oCU9h3X9hfAE_lpADw,italian,3.5,333.0
gTEoEsssfbjl76Opf5bP9g,italian,3.5,365.0
kVrTff8uDMSBAaceBwQ7dg,italian,4.0,541.0
tqrMjK1oyuvFGSz3Jxms1Q,italian,4.0,103.0
3VdNPvj6d6EJ2fZj7p1n9g,italian,3.5,266.0
1htK0vS5FAHaXXtpAQperQ,italian,4.0,248.0
HUY6yj38FXqAQvWUdgL0xA,italian,4.0,245.0
DF7PV0DE9z0LM4ae6XYeYg,italian,3.5,547.0
vBL9aYuf1e1cJbC8Z9TWvw,italian,4.5,138.0
iEUXrUUqGfUhpgYYSr5Zig,italian,3.5,660.0
GjEE8vvjqb7eeHA3BGNxAw,italian,4.0,7.0
F3Zznc4UYAfbdiTgb09-NA,italian,4.0,72.0
gTEBtsTbny8FjSCrnPbHqw,italian,4.0,89.0
uq-jeUk2yNOrfUKdRIpE_w,italian,4.0,77.0
vLaaNR3rTeSFEZe_nn43BA,italian,4.0,222.0
JYE16G0z-wo1MTyYchhVCA,italian,3.5,308.0
Ty1MvJz88DeNmX0eDHeMyQ,italian,4.0,97.0
i5cdbiw1KRyg4w0X44ZBwA,italian,3.5,132.0
71gTwIVOynPCNOFLEv-bQA,italian,4.5,44.0
vYnQYMWk_CpV8APtyFWYWA,italian,3.5,52.0
LtBk9m1C-05nFNwD1OxcBw,italian,4.0,12.0
TsO4cjFld0Plznpimtn8uw,italian,4.0,253.0
EdnuIsyyDI51N1723Vd1HQ,italian,4.5,24.0
wRVSvTxBp62m0UEqRUUUJQ,italian,4.0,453.0
XxZOE4Cq6ZBWGxZ4AVDNng,italian,3.5,73.0
rhCs1nF5KTNwx-4YeyoK3g,italian,4.0,38.0
d7Asc4q2ImoPlA_BhfroTQ,italian,4.0,1335.0
NBeQAgTo9hlJxgp9xbMO-w,italian,4.0,332.0
cbhdOSn-nezgnH3lxPJM_g,italian,3.5,301.0
Q-yTbpW4vrq80oRW40W_Pg,italian,4.5,251.0
kvFHJYo9rXuqgJkPIlHJeg,italian,4.0,41.0
ZMFj1vCfQWdSAtwyjqRUlw,italian,4.0,507.0
gsL7pm6HbYqKH-gx-FjxlQ,italian,3.5,396.0
VUcrIqM40HWWb2sxAS9mLA,italian,3.5,350.0
bJwcf-h06wX6Yo3kVkajww,italian,3.5,167.0
cl97uG2_QtiMBah-_s9w7g,italian,4.0,15.0
QUTSHrHw3qRZjf749VM1Yg,italian,3.5,117.0
cEWF70xMbOvOhr4CDkroOw,italian,4.5,129.0
OmB4X44Ru8gjD6qgSNlXdg,italian,3.5,114.0
kNxYppnUMQEBj7TU6burmg,italian,3.0,266.0
S4uozcDEieoaXxIJ6TsUoQ,italian,4.0,232.0
Wg4Mu4YXL_1NSVF9LAH_9w,italian,3.5,172.0
lSelLuQYWfKMrYO_Dka_Qw,italian,4.0,368.0
EZNw56hywTm1PJNYOMbfHQ,italian,3.5,113.0
CmYpP-qt1YFDBrBjdPL97A,italian,4.0,220.0
JjpCF17AxF6RPOyimw21cw,italian,4.0,456.0
Q9F2ocrmYuGt1yn3M7MOBw,italian,4.5,1286.0
fyC2cBsQ0FsMJmv0jSworg,italian,4.0,40.0
P1hH4JDmzCX9hs-lZ-GCNw,italian,3.5,39.0
1tiHa-hrvPMBJ-Fk69YWPg,italian,4.5,34.0
megxpLA5KciBJbW-jNm2RQ,italian,3.5,189.0
R86cJxXMiXRyqzlF24esgg,italian,4.0,170.0
h9rymMeMUMOxQ9d93U0YDg,italian,4.0,581.0
XyICIfSun7HWtBEUFux2PQ,italian,3.5,170.0
Zofto1NrLLzC-Vzw8i8wIw,italian,4.0,11.0
I8wk0uwL6R0RhSprSlPvNw,italian,3.5,654.0
l6hRu596DATgmdc7gngg0A,italian,4.0,158.0
vKB3oazhT0m-WfqqE8LAkQ,italian,3.5,90.0
0O0DV4tKQkp2lS2wGcg_7A,italian,4.5,291.0
i6xP3ZfL78PXg2gjsOz-og,italian,4.0,25.0
qWUJq3Kc8kNV3FUsLeesjg,italian,4.0,60.0
ip733nbgjaMMazfQ-Ibhgg,italian,4.0,531.0
PerCtK0A27ku-cmBVMh5tw,italian,4.5,102.0
hot1lIebdQNau05onRum7w,italian,4.0,242.0
tRIHhPKryUZ56SfIz6mLiA,italian,4.0,757.0
a-XBTXQM4qigxUgpTmS7Fg,italian,4.0,47.0
jDIVPYpxQAk1HUAi0NIlQw,italian,3.5,689.0
ppUU-p6yH6IMa7d_UrYkaQ,italian,4.5,44.0
eby9pE6FzmwjoYRVzDpzew,italian,4.0,59.0
mOoZZa6WIsgihc_TqyQcXw,italian,3.5,353.0
k1zrPPGGMQdlHopP3MnxrQ,italian,4.0,197.0
I6Wg1NFYAAVzM2OpsdqcXA,italian,4.0,282.0
BiNtCoIGo00Lua93hOrj3Q,italian,3.5,321.0
YT5Ywu9y190B4IGIlBetzA,italian,3.5,635.0
bjzBkF2FFMsdkCk50xseFQ,italian,4.0,408.0
W9wDa_EB0h2p5JG6P6lyZw,italian,3.5,348.0
YmUKLOG4sTAShvyURuq2zw,italian,3.5,117.0
q0HBfS9eJ9AeuaWQ3Ronqw,italian,4.0,124.0
OWAfPuMnSqn7Ru1_RNH8fw,italian,3.5,335.0
nSk_zCJESMKGLHyJTPPlZA,italian,3.5,264.0
vXYFa2qzppkGiOiVPrLwDQ,italian,4.0,524.0
gED3ep4dX5FP_FYVTkokIQ,italian,4.0,259.0
9DCZ8Ols3w1sfQBoKEq-hw,italian,4.0,121.0
FpgzHQMSNTTjagrKXxOw5A,italian,3.5,228.0
76y4aMBY0lT6zfJLy2EH-Q,italian,3.5,293.0
XcfZqLrXdABSZLViQ34VTw,italian,3.5,157.0
DJsoVgloRAOrsGM2HQKDoA,italian,3.5,74.0
mofqcbvp-MVFSynU1fQNRA,italian,4.0,104.0
MHbxF-ZS918-ZoXKQPBEyg,italian,4.5,156.0
IZBcd_82bcXEB25ZEyxg7w,italian,5.0,3.0
MfOl9uzuQj8Wl2g8NRYl0w,italian,3.5,132.0
ejuFKvSfGl0JMZO9yzSXNw,italian,4.5,373.0
5EQOEAkH2Qh3Rv1TcnE7yA,italian,4.5,8.0
6n7D4amt9vEruR73tt3S9w,italian,3.5,698.0
eLoZU4zi5RykCFw0aJXGyA,italian,4.5,27.0
hbMvJ5pGYlyFC7jJBJp3SA,italian,4.0,26.0
Irw7QQBsndbB2ATXeB4pYA,italian,3.5,160.0
J0SZjwe0Rc-H6mzl0oByxQ,italian,3.5,258.0
x5zOHDirJAMaKtu1TjAgug,italian,4.0,102.0
UU-VNxsgJ3BWgpVQbUChig,italian,4.0,119.0
_H52GDibhYc9bs8j1o-1_w,italian,4.0,32.0
F2YbqhVr6hBsFrDCyr6M_w,italian,4.0,826.0
XzkmePjJC0ryuqZp5qd12A,italian,3.5,265.0
zTK8reqKrmV7U71YVHYYjg,italian,4.0,210.0
HV5DMBmEpQ_Nu6NSekJquA,italian,3.5,223.0
_Klr6rynJ4b_oc7ehRPoZA,italian,3.5,90.0
xKZSIBaGkXX7ppIceuhiQQ,italian,3.5,365.0
zRhDhbutGwC9KY_U_5VYdw,italian,4.0,85.0
VtJd1l64kqUUyWacwK0J2Q,italian,4.0,1898.0
7pvTicRAhXB1Ld74MWjkXQ,italian,4.0,263.0
4QGn3I-ZvdFkxgEniosyuA,italian,4.0,128.0
NZaq_ygLr4N8-blY5dGx-g,italian,4.0,288.0
ysqgdbSrezXgVwER2kQWKA,italian,4.5,1927.0
mwvukHjc7Trs5fRbZ4-TsA,italian,3.5,250.0
an8TuHRg0e3cgiAE705ZDA,italian,4.0,200.0
dMrF98GlFYIPKYY5NVZHbw,italian,3.5,617.0
i3IK1tCkwyXRx7VU1edlMQ,italian,3.5,233.0
uboO7T3XSnl8iq0uQWhMXA,italian,3.5,120.0
u74abDRXzo1vVhM-m5To5g,italian,3.5,85.0
F-eRrDik2KK0sNjpGiNbAg,italian,3.5,35.0
oEjWa3AETzPQfM3S1wRiLA,italian,4.0,64.0
penftLPo6kx6qCtbsuyLog,italian,3.5,228.0
XoTaRa6uAkO2OBV0-rYv3w,italian,4.0,196.0
j9uuXTmbt4JCphSVg5DpgQ,italian,4.0,116.0
evhkqaDVxi3LGb39Rw-_Aw,italian,4.5,98.0
gGkkzrcHh1xS-S55OsuKsw,italian,3.5,599.0
v2w_gKvV5kCk8a-nGDPrEQ,italian,4.0,128.0
na-2_gQCY7ccS2ZkLJDumQ,italian,4.0,763.0
VlaFY8ASgOvrzZ3I8sG6Dg,italian,3.5,171.0
uPXehVdHJ_aM1V17iNfSSg,italian,3.5,82.0
wnXdgkWYN0p4SEl_AdMzLA,italian,3.5,256.0
4K0doiBddco60kl0W04a3Q,italian,3.5,200.0
z3JDfCqlwOTwhQrnPgYkDg,italian,4.0,50.0
vFsjObMTImsnM_DzVo4N3g,italian,3.5,344.0
HK4mjpUdZ6xrw3OrsBV8zA,italian,4.5,34.0
ycsULlWDvuj-jop3VESy4Q,italian,3.5,90.0
7cOibAFiGbSsSWo27SLIgw,italian,4.0,303.0
jryzOo2UaHOeZqQkkezENA,italian,3.5,246.0
LZcpNrQQqC5IWbE4c-9Cyw,italian,4.0,203.0
DCiEo7qucPaEj7Gtdj1U9A,italian,4.0,351.0
I32XfrAZXTwkEavbnb9viQ,italian,3.5,78.0
Tw7bIH7iyI1mK1o070w1Vw,italian,4.0,81.0
8cnfXAq6ehOsGRw4rh-dzQ,italian,3.5,212.0
LyFVS_a089B96WTEGLNpeA,italian,4.5,117.0
mkS--Oq4UYJMQizSaKJXEw,italian,3.5,208.0
dsxgbkIKyu7x7JgpAKeZPA,italian,3.5,109.0
y5b85IZGLxNdksDBFm1GBw,italian,4.0,81.0
uzEhT55QIdk9YbfFwmlRzQ,italian,4.0,49.0
ZQrmos0TEPCmMHQUreYvpw,italian,4.5,15.0
m91QNAwCVNbA-cK7j8-A7w,italian,4.0,17.0
kLJfizeHMQqesp1K9mfUtg,italian,4.0,483.0
505bv6h3VnN6SekdHCr8Sw,italian,3.5,136.0
pL6cM2TPwvXqeGTrg7yN4Q,italian,3.5,300.0
9lDqOfKeEB15AWfsWIq8mA,italian,3.5,202.0
FDFE8nqstVJT07LquQ2kBA,italian,4.0,153.0
rbIrit8gZwfyEOdEOeX7jg,italian,4.0,171.0
Kh0-HmlgmVUkRxR55_Vn1g,italian,4.0,761.0
TSj3yJCHBMEQ0caKtMX9ng,italian,4.0,130.0
uEKiv6WEPg9dWj10HCur5A,italian,4.5,234.0
WI_AYZSW8ds1GjFq3PQJRA,italian,4.0,622.0
yXwzpfdsDQqg9k5odYonFw,italian,3.5,129.0
q6ux26c-SfK-679y9lvVbw,italian,3.5,193.0
Lw58gDv9ipwtOcg2EIJp3w,italian,4.0,281.0
7QUfJwuPgiTYa96TUqmzvQ,italian,3.5,219.0
db2QLlK-0xL7Vq0jG-CcJQ,italian,4.0,128.0
KOaeW18qq4C03Dfd06IXPQ,italian,3.5,407.0
X9f5HH4x3Mi7lo4ph9efvQ,italian,3.5,29.0
iUlNDgKCLJt7F9y5fw2NYA,italian,3.0,65.0
GqTgQEqwf3k5JyE7DHDhjw,italian,4.0,512.0
qUOxvK1j0F293sZk5PdSBg,italian,4.5,162.0
lTjmtiPVsXNnE_h7uzQr0Q,italian,4.0,126.0
Wcnig4807LHZyk8z08IeGw,italian,4.0,52.0
xEdAaZTNNHRZbvzBuSjcCg,italian,3.5,136.0
I0i9YzRBQn6MKIUFIHpeBQ,italian,4.0,189.0
Zub6WrbrS_4XMI1mPbyeiw,italian,4.0,182.0
YE4pvo8ectzEaRYGqUgFcA,italian,3.5,280.0
piH-TNcmjLq2NHE4ZtbrBA,italian,3.5,175.0
FR_E9_Z3WG5HjeIUyTKSWw,italian,3.5,113.0
xJm9JJLooQ1Sc7ncM2-JJA,italian,4.0,1192.0
x3PALeokwz7fFFLjfiDBAw,italian,3.5,15.0
nw85LVh6H3JIiw3ugvhAmw,italian,3.5,477.0
AO9ubB1XVqj1hkwOZm-F9A,italian,3.5,132.0
pX5QH2s3ttEGzZ5Xapr3QQ,italian,4.0,14.0
73HeiHqXlj8bF1GXXBrn1g,italian,4.5,43.0
6NqCJcJvYEdvjI2e0mH0Yw,italian,4.0,53.0
nBy8KtcUHktPFKw-VClG1A,italian,3.5,122.0
COVGkASgKQ5aqIGn9evmgA,italian,4.0,30.0
02sAHm3_CsRKE2IeT5iaPA,italian,4.0,276.0
gfrkJA7Kh3k8Kyl7aJ0m1Q,italian,4.0,138.0
J9r0qorwR0tKOhrCcl1VGQ,italian,4.0,225.0
NlmP5x_Ykznd55Dc85ChUg,italian,4.5,68.0
oexDsgqmXc9Qe3fy3uYx7g,italian,3.5,483.0
4SdvTwFkW3Qx0f_3zBN_ZA,italian,4.5,120.0
9SsjlfVirSNyXw0g_h_tFQ,italian,4.0,88.0
cUNFGQB2I3GI_vqy2OBW3Q,italian,3.5,234.0
22RnbE0EAPsv50XzJhtnyg,italian,3.5,146.0
0frCoaUJ_XWiz1BXiHBcwg,italian,3.5,265.0
ft2OPgLsquG9d7XrBLULng,italian,4.0,185.0
LQakVBka0axtU8IwOzXyIg,italian,4.0,68.0
FogLdooqSzKbmkwMGSwDiQ,italian,4.0,733.0
zj8Lq1T8KIC5zwFief15jg,italian,4.5,2626.0
WHX90qTIuHdWHWDY5g9COw,italian,4.5,40.0
LJwkhP2vjRKKjyuRY1ql4Q,italian,3.5,301.0
oRdM7n-AfBPBGAlH4Q0Sag,italian,4.5,638.0
KgxzEspPDlfZ-6_HX70mfg,italian,4.5,72.0
H5d3Lgkk8onZ6tq0mUyvig,italian,4.0,168.0
J38XGzriEkMsDfCMt6et_g,italian,4.0,1183.0
p4TYRKQ82N5Ntb6RPdLPMg,italian,4.5,164.0
kqewBLuQDB3euc-s_mRf4A,italian,3.5,2058.0
3H5XLI6TqgAqXlPg_GrQug,italian,4.0,23.0
ayh9M3Lmc8Zxa7wsvKH55Q,italian,4.0,65.0
V0zC3awsklyxC0GFzmaTLg,italian,4.0,168.0
86H4O08GmtaC4YOTUdO3pw,italian,4.5,18.0
pTWFuMYed409y99N0zY05Q,italian,3.5,83.0
TsYrzVVtkKO4Asrk_L9stw,italian,3.5,481.0
xBtLIXu1YN9TnvlV4hTa1w,italian,3.5,88.0
7Oq1UdUHUGZGH_QI6N-0LQ,italian,4.0,681.0
oIpNF3AJwqZlCs9fmpyFOQ,italian,3.5,163.0
ywP0OEqRC6sp4NK1-QhW-g,italian,3.0,320.0
5EmZzIWxYCrc1KOnbA78-w,italian,4.5,9.0
CfFjKWynWAFLO9mUTxe4Zg,italian,3.5,260.0
4YWAdkX4To7SGTRo-A_Wsw,italian,4.0,38.0
u5zbsITgkFbAlRq0j-XE-g,italian,3.0,542.0
KscSF2Bnwa_wlg1MbdFjvQ,italian,3.5,138.0
zt1XycoszgaAWSIuF0B-EQ,italian,4.5,36.0
3IjBYkdXARUQXUEBeJ9KLg,italian,4.5,87.0
dWc0ijADaD6ZdclJ5LqQdg,italian,3.5,152.0
KLRvWv8y0Vs3x-HDgmD0VA,italian,4.0,130.0
dxoCLppcryrHuCt7UUbIVw,italian,4.0,51.0
3FCxi2imtP_wMgsgsqIQOw,italian,3.5,233.0
MyVbXtvst8X7sbR7gUA_ug,italian,3.5,312.0
njVlqTOaQUEjDRJV_KRcjA,italian,3.5,14.0
06tnwnEQM2j9A6dC3HC_TQ,italian,4.5,732.0
dmCqbWwTFHqri_6fr3KlNw,italian,4.0,433.0
