Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
sfsjk1h50ooC2ioY7m48gw,Pig Heaven,1420 3rd Ave,"{'latitude': 40.77544, 'longitude': -73.95686}",256,4,10028
I_Va7AZSHpEwX75S-3hHLQ,Noodle Fun,1744 1st Ave,"{'latitude': 40.7795333862305, 'longitude': -73.9470367431641}",134,4,10128
-7PgxPVUGZh__U3CxRFKxg,Trinidad Golden Place Restaurant,788 Nostrand Ave,"{'latitude': 40.6718291030037, 'longitude': -73.950525317791}",114,4.5,11216
MdDj13LgIs0WdbIdiyqB7Q,Pinch Chinese,177 Prince St,"{'latitude': 40.72645, 'longitude': -74.0018}",263,4,10012
pCfGgX0WxGASGM4-Yhr2Pw,Hao Noodle Chelsea,343 W 14th St,"{'latitude': 40.7406999, 'longitude': -74.00436}",164,4,10014
tS4aiWBYgzlqKX898jr3_w,Shun Wang Restaurant,81-25 Broadway,"{'latitude': 40.7431373596191, 'longitude': -73.8830413818359}",143,3.5,11373
zPK48x2wvTmJTQ_13bbeRQ,Hong Kong Cafe,357 Franklin Ave,"{'latitude': 40.687202, 'longitude': -73.956611}",23,4,11238
rHg81VzTGVREMCfMmgYMog,Delicious Wok,5952 Summerfield St,"{'latitude': 40.700328, 'longitude': -73.896705}",26,4.5,11385
tfMPbnQqJ1P1RIab-o6gtg,Kum Kau,465 Myrtle Ave,"{'latitude': 40.693573, 'longitude': -73.966702}",237,3.5,11205
wurhcLKXD4YJ5XfTxpbE5Q,Grand Sichuan,229 9th Ave,"{'latitude': 40.747413, 'longitude': -74.001052}",422,3.5,10001
xOl46WKcLGOeU9N49rN45Q,M Greenpoint,732 Manhattan Ave,"{'latitude': 40.72632, 'longitude': -73.95193}",75,3.5,11222
54om5q7V4anmIXw2PdNJbA,Chen's Buffet Bar,32 Cedar St,"{'latitude': 40.70712, 'longitude': -74.00845}",31,4,10038
YdAtCf_13UK-uvXuOMrhNg,Radiance,208 E 50th St,"{'latitude': 40.7555779423723, 'longitude': -73.9703503944427}",155,4,10022
i6RhqnCJ_oUfTu5LikGXUg,Dun Huang - East Village,300 E 12th St,"{'latitude': 40.73081, 'longitude': -73.98568}",129,4.5,10003
zrV2yUsz1SxymeH51iRBRw,Chuan Tian Xia 川天下,5502 7th Ave,"{'latitude': 40.6397, 'longitude': -74.009131}",79,4.5,11220
9FwX2ye1eCxnPVoQOHHr3g,East Wind Snack Shop,471 16th St,"{'latitude': 40.6603409, 'longitude': -73.9799505}",162,4.5,11215
3K7Kc82bhU6-qjAjsBs3Fw,Lao Bei Fang Dumpling House,8305 Broadway,"{'latitude': 40.741153717041, 'longitude': -73.8796234130859}",543,4,11373
tDYk6DmmU3buWBs9G0NBXQ,China Restaurant,937 Utica Ave,"{'latitude': 40.650260925293, 'longitude': -73.929931640625}",59,4.5,11203
lgS9lE0Y9FhzT68zCj5QCw,Hunan Bistro,96 3rd Ave,"{'latitude': 40.73234, 'longitude': -73.9881}",198,3.5,10003
ye-TSU-mu1Gd5TAJOpI5Mg,Lichee Nut,162 Montague St,"{'latitude': 40.694149, 'longitude': -73.9928131}",254,3,11201
5YBYGnZtTGJABXC4Jahhzg,Jasmine Restaurant,216 E 49th St,"{'latitude': 40.75467, 'longitude': -73.97057}",200,4,10017
6hacsz7FUwprKTjJb6KFog,Joe's Shanghai,24 W 56th St,"{'latitude': 40.7627694517048, 'longitude': -73.9759005803566}",1417,3.5,10019
C7CFAdrczXxNhnN-MNJqmw,Niu Noodle House,15 Greenwich Ave,"{'latitude': 40.734352, 'longitude': -74.000082}",649,4,10014
6oQKDCJrgDffPKXPTPBXlA,King Wah Restaurant,6417 Fresh Pond Rd,"{'latitude': 40.7099237520059, 'longitude': -73.8989976712028}",70,3.5,11385
gQ6DNeLNWQV-zwWyuFeBpg,No.1 Chinese Restaurant,10 S William St,"{'latitude': 40.7046671846472, 'longitude': -74.0105490435282}",150,3,10004
kwqOmEwWJ0D9PyCdFGE3-g,Xian Famous Foods,14 E 34th St,"{'latitude': 40.747844, 'longitude': -73.983901}",648,4,10016
97q5nUQTuBo_h00XCxna2A,Tasty Hand-Pulled Noodles,1 Doyers St,"{'latitude': 40.7142, 'longitude': -73.99787}",1492,4,10013
5rX_7IkvFx5MKqS3ikQe3Q,Fortune House,82 Henry St,"{'latitude': 40.698455, 'longitude': -73.992805}",110,3,11201
Dqu-5RxNbbpBsL1Ssht9Ng,Hunan Slurp,112 1st Ave,"{'latitude': 40.72669, 'longitude': -73.98563}",162,4,10009
A-ert0jDRBfku9ogyW_mEg,Spice Symphony,150 E 50th St,"{'latitude': 40.7558937072754, 'longitude': -73.9715347290039}",346,4.5,10022
oJjMYhA6z1_BVaQpSdyl8g,Golden Forest,353 Grand St,"{'latitude': 40.7167, 'longitude': -73.98945}",143,4,10002
oD0mN9vXuc1gFRyw1CG-Pw,New China Wok Chinese Kitchen,57 4th Ave,"{'latitude': 40.68257, 'longitude': -73.97927}",22,4,11217
kwGaeWUVC_MIxMFw0sM-Ww,Hong Kong Express,989 Wyckoff Ave,"{'latitude': 40.69617, 'longitude': -73.904721}",43,4,11385
olRNNJCJ2TJvPRmjBiOcGA,Silky Kitchen,137 E 13th St,"{'latitude': 40.73297, 'longitude': -73.98829}",132,4.5,10003
7ZQSMqWzvXMSetXnii2fBg,Excellent Dumpling House,165 W 23rd St,"{'latitude': 40.7440494396358, 'longitude': -73.995028194335}",494,4,10011
kBZggrnSP1kcUMnsnfkTaQ,Nan Xiang Xiao Long Bao,38-12 Prince St,"{'latitude': 40.7598810063385, 'longitude': -73.8325853625656}",3307,4,11354
2rSmA4IK51QAQj60YGvjnw,New Asian Cuisine,44-20 48th Ave,"{'latitude': 40.7393524, 'longitude': -73.9210213}",19,4.5,11377
lQ8Fzgji9qmgRXkFcvAsVQ,Chong Qing Xiao Mian,796 9th Ave,"{'latitude': 40.76513, 'longitude': -73.98753}",265,4,10019
zdX9mwhoknXXYL1GCstnow,Lucky Garden,305L Wyckoff Ave,"{'latitude': 40.7003, 'longitude': -73.91221}",10,4,11237
tA_AoGEL_oGllbU2j77Shw,Tiny Shanghai,122 Mulberry St,"{'latitude': 40.71781, 'longitude': -73.99795}",167,4.5,10013
Aux2Mp7bGnF3S6h60ab3iQ,Yummy City,1557 Lexington Ave,"{'latitude': 40.7879244458184, 'longitude': -73.948986355818}",37,4,10029
